-0.05838464,-0.024652923,-0.35237154,-0.05592269
0.16600624,-0.07062914,-0.5338194,-0.29520184
-0.43937346,-0.66623324,-0.27018574,-0.30460116
-0.14544366,-0.04151648,-0.16613923,-0.2308163
0.30000153,0.47400936,0.5361082,0.1263698
0.33940023,0.2826876,0.094031125,0.1245867
-0.11354943,-0.60349745,-0.47272062,-0.77186763
-0.07953407,-0.18132377,-0.096158855,-0.08899038
0.124712475,0.24391921,0.20930775,-0.121114135
-0.106729,-0.13217145,-0.43575606,-0.53287387
-0.22037019,-0.018169053,0.04206877,0.095088236
0.567847,0.54773885,-0.09806178,0.34030274
0.13825019,0.44483516,0.37334755,0.24376857
0.52943116,0.68128824,0.527399,0.1500076
0.79177403,0.6503809,0.621825,0.0041037183
0.15829861,0.19068632,0.14857253,0.10640136
0.22898394,0.23824863,0.2715598,-0.035065293
-0.13598044,-0.17071013,-0.110400714,0.033687808
-0.27921692,-0.34471712,-0.2906724,-0.19587451
0.062840976,0.11249396,-0.04769031,-0.13669452
0.48408926,0.43301338,0.15050396,-0.18919879
0.4730404,0.16447216,0.15854585,-0.12949471
0.3376645,0.17290184,-0.11672103,-0.15723646
-0.06312408,-0.117482096,-0.32968456,-0.16476567
0.30912298,0.21615927,-0.11015384,-0.26582536
0.5590821,0.39925566,-0.24097246,-0.26366785
0.4232701,-0.18666497,-0.25260186,0.120224394
0.2696063,-0.37615347,-0.53479946,-0.28960568
0.32127595,0.15412006,-0.3390421,-0.23988412
0.05412785,-0.26040745,-0.26443502,-0.25118285
-0.22290674,-0.25241774,0.046739716,-0.29550222
-0.2359275,0.11077697,-0.14499696,-0.18516974
-0.0010013519,0.013917863,-0.057779435,-0.14622955
-0.22274472,0.10315958,0.02993766,-0.11513806
0.06405061,-0.08113651,-0.016852185,0.20838104
-0.01588557,-0.00043036742,-0.0833786,0.05229752
0.038619053,-0.0136962375,-0.3082368,-0.37325895
0.3386336,-0.12030413,-0.23173212,0.031518567
0.124522366,-0.4497571,-0.40367097,0.09764164
-0.007721246,-0.15325257,-0.23336269,-0.030211892
-0.104204714,-0.45009115,-0.41784945,-0.3488978
-0.18297423,-0.10777105,-0.33680958,-0.06992093
0.0052712946,-0.33866346,-0.27207193,-0.12473397
-0.15901622,-0.3399942,-0.054409474,-0.042445138
0.11915664,-0.2364257,-0.38223335,-0.16735521
0.2560317,0.57234067,0.6177433,0.20796527
-0.20916589,0.30000076,0.4551046,0.55217874
-0.15728028,-0.29000595,0.18007143,0.3963879
0.38217902,0.57583284,0.28519318,-0.12812267
0.02147075,0.28357708,0.35671097,0.37801722
-0.34442893,-0.23451366,0.016524218,0.60654896
-0.44098544,-0.39310345,-0.025867777,0.4631112
-0.29378375,-0.01081958,0.14377627,0.33424053
0.16824678,0.39111018,-0.115941234,-0.049882587
0.2694931,0.21434863,-0.12344188,-0.20894422
0.30051798,0.08795715,-0.010077156,-0.14189537
0.109052666,0.2668706,0.20004855,-0.19590479
0.04641213,0.16067162,-0.1854541,-0.30322677
0.11496148,0.106085666,0.035003904,-0.096198276
-0.10401039,-0.039700303,-0.025913425,0.124044344
