0.67872924,0.4304443,0.53048223,-0.27033064,-0.4062793
0.52413523,0.26529923,-0.44825876,-0.23208113,-0.2813134
0.6140057,0.16540568,-0.17041153,-0.42438528,0.0024791188
0.4198025,0.15081823,-0.4431398,-0.4014871,-0.50401694
0.5399916,-0.2636908,-0.32523978,-0.40919712,0.17099008
-0.05543148,0.4237932,0.49840212,0.6460955,0.1422728
0.18773009,0.51848143,0.5022608,0.0483214,0.053337257
-0.19385016,0.15040842,-0.24632156,0.033722118,0.0049345186
-0.038140815,-0.29102018,-0.19162896,-0.09213857,-0.10194032
-0.38224602,-0.21403736,0.0049572336,-0.06126721,0.3457023
0.11968947,-0.24732141,-0.26016438,-0.6278734,-0.6191978
-0.20678742,0.25470603,0.06389348,0.36668187,0.21529289
0.011838358,-0.07624044,-0.014573969,0.22990274,0.124080986
0.122144684,0.32848957,0.26061568,0.087273166,0.19344951
0.18701462,-0.2067883,0.09689928,0.51363266,0.52528936
0.6892016,0.16002506,0.5957069,0.60153425,0.6708281
-0.18941845,0.20784862,0.4844208,0.075773634,-0.06367018
-0.6892938,-0.4146741,-0.75232106,-0.5038057,-0.50620025
-0.6036153,-0.49143618,-0.7242127,-0.5586738,-0.730399
0.66402036,-0.17955884,0.14606601,-0.062053215,0.4737045
-0.61553454,-0.018918436,0.012154135,0.17420597,-0.52946144
-0.48434943,0.62270635,0.21999386,0.004013612,0.26860097
0.045413747,0.12174599,0.37310767,-0.025981879,-0.30776355
0.13949075,-0.19587523,-0.27023208,-0.19428656,0.0030088068
0.37498254,0.15575589,-0.12771086,-0.085396156,-0.14583036
