-0.07842,0.140959,-0.091177,-0.059713,0.112248,0.045182,-0.109156,-0.040144,0.078826,-0.106605,-0.088611,-0.020832,0.135753,-0.020646,-0.053258,0.106005,-0.178556,-0.16203,0.019974,-0.139733,-0.148075,0.157202,-0.058482,-0.046164,-0.2259,0.013953,-0.009274,0.11699,0.155923,0.058638,-0.192678,-0.104643,-0.080313,0.119666,-0.184353,-0.136704,-0.051836,-0.109793,0.113193,0.0609,0.014848,-0.079467,-0.108934,-0.083946,-0.130045,0.017444,-0.068028,0.0014,-0.130099,0.142635,-0.108832,0.086199,0.114055,0.115734,-0.037778,0.059964,-0.009771,-0.003656,0.087095,0.090776,-0.073438,-0.124558,0.12742,-0.105873,-0.02361,0.022151,-0.088339,-0.0361,0.013043,-0.161692,0.029082,0.025647,-0.018943,0.162595,0.020149,0.117302,0.11071,-0.141022,-0.052305,0.068287,0.072543,-0.062665,-0.008941,-0.139668,-0.156504,-0.120617,-0.105809,-0.011036,-0.082285,-0.122575,0.077272,0.089797,-0.090879,0.074295,-0.165769,-0.125439,-0.116597,-0.156199,-0.05724,0.142869,-0.066482,0.01125,-0.062585,-0.105211,-0.158255,-0.048282,0.067636,0.081863,0.006355,0.189979,0.146194,0.140462,-0.151537,0.07435,0.094047,0.152469,-0.150289,-0.011553,0.101356,0.112526,0.091128,0.119635,-0.198399,-0.210497,-0.014568,-0.088514,0.064109,-0.157101
0.171131,0.061026,0.177746,0.079503,0.132192,0.098747,-0.122382,0.105767,-0.03263,-0.09261,0.067824,-0.048593,0.035746,-0.064153,-0.083664,-0.145562,-0.020288,0.007028,0.01961,0.124109,0.110406,0.092389,-0.081746,-0.130566,-0.048318,-0.033065,0.114902,0.170654,-0.165375,-0.193515,-0.06491,0.184498,-0.070158,0.035309,-0.037943,0.114551,0.206234,0.038662,-0.170542,-0.001058,-0.153883,0.058858,-0.076748,0.029997,-0.078154,-0.163474,0.0138,-0.038911,0.20159,-0.086285,0.034907,0.060423,0.068604,-0.053026,-0.157985,-0.169676,-0.067376,0.053578,-0.139409,-0.099101,-0.043221,-0.108928,0.096699,-0.09538,0.151136,0.11282,-0.168162,0.074309,0.139753,0.026966,-0.160337,0.184978,-0.152942,-0.142094,0.070967,0.039368,-0.111983,-0.079948,0.074213,0.077026,0.120886,0.11964,-0.045737,0.12415,0.071834,-0.115759,-0.048109,0.110049,0.052066,0.107199,0.114791,0.042976,0.095505,0.022694,-0.183331,-0.064599,0.001873,0.089026,-0.138434,-0.160482,-0.054531,0.166809,-0.115207,0.022524,0.018809,-0.139913,0.036115,0.087178,-0.073987,0.044591,0.060568,0.120374,0.180662,-0.086056,-0.10232,0.045974,0.067324,0.01142,0.065875,0.072602,0.111233,-0.168433,-0.150792,0.202826,0.128686,0.038325,-0.033019,0.188543
0.009189,0.009838,-0.202916,0.122958,0.144856,0.172268,-0.096785,-0.115853,-0.121471,0.012963,0.03102,-0.179825,0.122071,0.004092,0.131921,-0.059538,0.06223,0.022075,0.075506,0.07196,-0.112309,0.118756,0.04355,0.038092,0.098355,-0.007197,-0.158443,-0.113398,0.077761,-0.135321,-0.012085,0.14441,-0.12156,-0.04014,-0.09303,0.164387,-0.141962,-0.044665,-0.007077,-0.116325,-0.061986,0.038784,-0.063478,0.019413,-0.058571,0.132959,-0.121162,0.134762,-0.156975,0.030685,0.125266,-0.051182,-0.032637,0.109847,-0.065616,-0.082283,0.12487,0.058162,-0.01235,-0.159788,-0.093151,0.039827,-0.083426,-0.069715,-0.083903,0.179317,0.163993,-0.120792,0.060928,0.050097,0.189304,-0.038806,0.127735,0.046429,0.099919,-0.028226,0.124792,0.032793,-0.138526,-0.055547,-0.083704,-0.086782,-0.04387,-0.023615,0.09165,0.164742,-0.12407,0.02926,0.077719,-0.050072,-0.01203,-0.149243,-0.049596,-0.030475,-0.03821,-0.189282,-0.058056,-0.003943,0.055485,-0.005402,-0.017617,0.10515,-0.028337,0.099693,-0.190274,0.164173,-0.026345,0.150146,-0.140248,-0.025131,-0.042218,0.105492,0.064503,0.051301,-0.09735,-0.049845,0.214919,-0.077485,0.020994,-0.051833,-0.157276,0.039925,0.069454,0.118342,0.030524,0.106487,0.16017,-0.006294
0.062335,0.145278,-0.129406,-0.033838,-0.033031,0.059569,-0.118716,-0.139177,-0.150923,-0.071545,0.035704,0.122937,0.164483,-0.150166,0.005743,-0.05383,-0.063618,0.030533,0.160833,-0.215524,0.037669,0.130951,-0.118684,0.133712,0.062277,0.100883,0.195003,0.108833,-0.089523,0.038679,-0.045218,-0.091777,0.165845,0.006135,-0.145898,0.024715,0.139085,0.12355,-0.1642,-0.071402,-0.076382,-0.016408,0.093643,-0.032893,0.056248,-0.062698,0.11587,0.077642,0.072073,0.111921,0.063205,-0.128742,-0.136408,0.187696,-0.019679,-0.016153,-0.08394,0.03686,-0.115233,0.099586,-0.114288,0.153524,0.108873,-0.02376,0.104292,0.120477,0.034088,0.020653,0.074474,0.106953,-0.143534,-0.008936,0.154728,-0.01809,-0.10004,0.187116,0.001094,0.147778,0.074031,0.175148,-0.14372,-0.119204,0.182291,0.15754,-0.168071,-0.132601,-0.039541,0.117223,0.098455,-0.079788,0.141344,-0.0246,-0.034674,0.1023,-0.114027,-0.140537,-0.127307,0.178321,-0.169427,0.028111,0.060709,0.111092,-0.080738,0.134494,-0.107058,0.02661,0.102535,-0.006363,0.065058,0.055295,-0.043587,0.113772,-0.025351,-0.217984,0.035435,-0.086408,-0.017396,-0.037634,-0.176582,-0.237889,0.17319,0.035069,0.069587,0.058116,-0.107468,0.102288,-0.008613,0.028291
-0.079045,-0.132912,0.134612,-0.267656,0.004812,0.011536,-0.030189,0.195968,0.025464,-0.060207,0.069816,0.102926,0.138764,-0.042266,0.072569,0.048827,-0.186231,0.049678,-0.072393,0.011473,0.111899,-0.2271,-0.142245,-0.177669,0.073526,-0.024305,-0.067123,0.121114,-0.068441,0.01644,-0.22404,-0.028716,-0.1518,-0.073093,-0.02739,-0.190003,-0.002176,-0.041591,-0.155918,0.022846,0.053864,0.119264,0.100945,-0.084155,-0.110424,-0.190669,-0.216451,-0.108559,-0.120869,0.05263,-0.023188,-0.033014,0.078976,0.08534,-0.171458,-0.011358,0.156227,0.143279,-0.073481,0.007681,0.139542,-0.053479,-0.031749,-0.095748,0.119737,-0.240068,0.120275,-0.066673,-0.129805,0.056824,-0.17761,0.097171,-0.170887,-0.114752,0.105291,-0.021655,0.049781,-0.102719,-0.115761,0.015806,0.027131,0.054148,0.071831,0.080048,0.02188,-0.22608,0.00048,-0.041218,-0.08639,0.022844,0.112871,-0.080537,0.116093,0.127863,-0.030131,-0.07528,0.096863,0.026388,-0.114441,-0.116958,0.107013,-0.158152,0.011628,-0.017254,0.087311,0.015287,0.051949,0.121387,0.012011,0.050701,-0.045307,-0.021578,-0.139974,-0.141949,-0.089634,0.032803,0.099496,-0.189128,0.122776,0.044798,0.166325,0.022126,0.021814,-0.04488,-0.172218,-0.05523,0.133414,0.179949
0.041518,0.038991,-0.039985,-0.186602,-0.231188,0.066121,-0.081946,0.065826,0.153818,0.117271,0.115975,-0.064229,0.089704,-0.099842,-0.06523,-0.033798,-0.028555,0.042305,-0.133103,-0.155615,-0.102703,-0.02306,0.123068,0.013455,0.04825,-0.004021,0.145607,-0.013114,-0.245612,-0.022113,-0.21457,0.182684,0.072102,-0.115374,-0.129117,0.123676,0.165958,0.057211,-0.137191,0.036014,0.026403,-0.002431,0.145716,0.098913,0.024696,-0.049915,-0.21173,-0.071692,-0.099393,-0.040801,-0.08457,0.185171,0.089224,-0.042875,-0.120809,-0.066637,-0.077854,-0.091968,-0.130795,-0.044382,-0.108685,-0.030314,0.00027,-0.156148,-0.007207,0.067507,-0.155465,0.048064,0.067669,0.178806,-0.155409,-0.143835,0.130137,0.187315,-0.078038,-0.114325,-0.100533,0.022432,0.006576,0.012399,0.24546,0.065198,0.159168,0.092286,-0.070483,0.040955,0.164204,0.040721,0.115288,0.103956,0.055329,0.1887,-0.124415,0.115783,0.009485,-0.025895,-0.100436,0.085048,-0.133552,0.039864,-0.065055,0.029936,-0.127081,0.11161,-0.11189,-0.078481,-0.152747,0.011777,-0.251961,-0.171651,0.045232,0.051692,0.072602,0.180815,-0.096542,0.113477,0.043168,0.071862,0.160385,-0.109878,0.012333,0.037037,0.120628,0.175568,0.207934,0.139135,0.247102,0.096994
0.017103,0.05321,-0.119468,0.163265,-0.118472,-0.128919,0.129931,0.018249,-0.151065,0.008006,-0.203581,0.033544,0.121895,0.067226,-0.071274,-0.044567,0.106066,-0.149842,-0.082382,0.07519,0.039669,-0.121658,-0.116138,0.148517,-0.094067,-0.145005,0.060187,-0.079795,0.074879,-0.056734,0.061342,0.104437,-0.066493,-0.096852,-0.11883,-0.147524,0.08093,0.111807,-0.068355,0.220619,0.171472,-0.024257,-0.145885,-0.072581,-0.029304,0.167868,-0.108026,0.181378,0.087041,0.005149,-0.007433,-0.023298,0.18087,0.077628,0.017592,-0.142617,0.051422,-0.15578,0.087261,-0.084471,0.020395,0.053429,0.203829,0.143763,0.098477,0.14189,0.123218,-0.094422,0.039762,0.05926,-0.171445,-0.025249,-0.159945,0.040519,-0.11676,-0.101669,-0.147201,0.068705,-0.052871,-0.050211,0.142844,0.07297,0.087463,-0.128914,-0.0689,-0.073401,-0.076734,0.131503,-0.101007,0.093636,-0.081164,0.155508,0.021434,0.132552,-0.029681,-0.194653,-0.147687,-0.113342,-0.154124,0.085552,0.151475,-0.19174,-0.141938,-0.031688,-0.081557,-0.093884,0.15114,-0.061341,-0.019031,0.115968,-0.039783,0.095496,0.184208,-0.076091,-0.044416,0.145065,0.109624,0.146274,-0.006131,-0.026934,0.065752,-0.010155,-0.168184,-0.01745,0.084879,0.129396,0.053971,0.178369
0.126323,0.039401,-0.152205,-0.208534,0.0189,-0.088719,0.161689,-0.167753,0.078654,-0.008771,-0.090123,-0.041236,0.001215,0.005612,-0.113245,-0.017825,0.132483,-0.036737,0.013446,0.085895,-0.140464,0.014183,0.10613,-0.105088,0.152656,-0.186242,0.122108,0.101242,0.069402,0.111393,0.117766,-0.090718,0.047547,-0.029094,0.089555,0.071907,-0.152444,0.090155,0.089022,-0.085117,-0.067936,0.150512,0.053433,-0.035212,-0.108022,0.040425,-0.039479,-0.096422,-0.130247,0.219008,0.122151,0.150583,-0.178133,-0.124969,0.161893,0.209261,0.105189,-0.054329,-0.047449,0.011346,0.02653,-0.099969,-0.132042,-0.06087,0.141921,0.082888,-0.168382,0.034288,0.001079,-0.028843,0.186025,0.055117,0.064821,0.072544,-0.1061,0.002873,-0.02309,-0.138488,0.088274,0.106007,-0.01004,-0.048927,-0.087814,0.041936,-0.096639,0.18815,0.027141,0.082367,-0.026545,-0.196994,0.076331,0.09549,-0.057637,-0.189184,0.173744,-0.151212,-0.100733,-0.124521,0.120175,-0.05427,-0.12413,-0.226302,0.141732,-0.17002,-0.114237,0.096247,-0.054243,0.113344,-0.025997,0.012914,-0.02195,-0.094894,0.056195,0.144562,0.061588,0.183355,-0.187163,-0.18311,-0.097198,-0.075248,0.207082,0.018512,0.135668,-0.052981,0.09465,-0.15023,0.097316,-0.158227
0.147668,0.108227,-0.14781,-0.170679,0.025839,-0.012463,0.109773,-0.026671,0.101767,0.119928,0.120808,0.181912,0.1202,0.167141,-0.122049,0.114625,-0.057591,0.010083,-0.158174,0.01487,-0.173462,-0.135864,0.035564,0.054449,0.156811,0.103689,-0.006994,-0.103831,0.151527,0.020544,-0.143351,0.192653,0.154255,-0.158036,0.106093,0.140572,0.199379,0.07529,-0.089881,-0.022623,0.134833,-0.176149,0.033144,-0.135792,0.037784,0.205178,-0.047449,-0.191307,-0.139395,-0.215512,-0.070779,-0.158809,-0.062677,-0.003689,-0.124562,0.029392,-0.125007,-0.040525,-0.042707,0.039376,0.165572,-0.067447,-0.115517,0.093573,-0.164131,0.040262,0.187408,0.034246,-0.006116,0.070915,0.01185,-0.108062,0.152355,0.08421,0.128631,-0.007512,0.115134,0.14161,0.051189,0.105838,0.141232,-0.202141,0.163087,0.115424,-0.128314,-0.012673,0.139492,-0.028365,0.059008,0.034585,-0.139745,0.14836,0.050322,0.031756,0.158303,0.155653,-0.051994,0.027447,0.018146,-0.005519,0.101831,-0.079502,-0.140523,-0.108887,-0.154738,-0.143661,0.068092,0.109485,-0.084079,0.075862,-0.077636,-0.027868,-0.159676,-0.016081,0.050367,0.062389,0.127392,0.180307,0.012638,0.126584,0.167395,-0.082139,-0.020769,0.036272,0.074064,0.059861,0.10468,0.042014
-0.038507,0.079556,-0.110021,-0.131918,0.071609,0.064022,0.141154,-0.166528,0.089293,-0.027906,-0.136581,0.132542,0.137732,-0.110216,0.12619,0.114915,-0.042959,0.026613,-0.075562,0.191482,0.080975,0.113093,-0.075788,-0.16693,-0.03101,0.085186,0.147433,0.017276,-0.161855,0.038625,-0.024905,0.188189,0.034427,0.181928,0.1445,0.152368,0.201357,0.02849,-0.126195,0.096923,0.052367,-0.144668,-0.068674,0.023544,0.138883,0.182707,-0.000446,0.068313,0.06313,-0.122654,-0.102771,-0.10575,0.056741,-0.089038,-0.101897,-0.035102,-0.146222,-0.010149,0.022534,-0.089457,0.010748,0.09525,0.163255,-0.160579,0.137115,0.109858,-0.10951,-0.007511,-0.158022,0.019571,0.013679,-0.091477,0.11928,-0.115161,-0.095948,-0.140957,0.148458,0.028425,-0.153379,0.103981,0.187541,0.077544,-0.12549,-0.087319,0.167456,-0.044956,-0.121398,-0.149708,0.009836,0.125826,0.134585,-0.045439,0.06769,-0.185161,0.005048,0.113326,-0.112487,0.003151,0.024733,0.047364,-0.147077,0.077745,-0.137651,0.047146,-0.130095,0.082606,-0.0524,0.05935,-0.004417,-0.079426,0.150971,-0.168104,0.004509,-0.044477,-0.019959,-0.085188,-0.037162,0.036774,-0.095088,0.0269,0.102351,0.089805,-0.207911,0.16712,-0.128673,-0.08139,0.085306,0.072236
