0.1483055,0.2399956,0.89924353,0.5542262,0.15694192
-0.30907604,-0.19922686,0.7160372,0.6749767,0.8424547
-0.66000354,-0.76595235,0.12463622,0.4821281,0.86889607
-0.4826107,-0.8250097,-1.092334,0.23041092,-0.008878695
-0.46706453,-0.39223748,-1.226543,-0.8855704,0.17362069
0.5937064,0.24541652,-0.23894249,0.35150814,0.22400288
0.4932031,0.3426402,0.28668112,-0.42663717,0.1701448
0.009604581,0.18875098,-0.3681816,-0.38937593,-0.1314908
0.30643848,0.0018486549,0.12523897,0.2143539,-0.0032693748
-0.41627252,-0.097472325,0.4522389,-0.26065335,0.20733711
-0.04222717,0.048863318,0.12719248,-0.033784974,-0.08599032
-0.3163254,0.006029592,-0.57848686,-0.50990486,0.08180547
-0.18284254,0.19594853,0.5466915,-0.12458433,-0.6403355
0.07405083,0.5758949,0.66123796,0.7481034,0.029897677
0.33246276,0.29065207,0.26121104,0.59409046,0.21342963
0.48409846,0.43902364,0.58472496,-0.5175408,-0.9672946
0.13545364,1.1121937,0.44071084,-0.8669877,-0.9739811
0.6497007,0.71163744,-0.29762045,-0.56895655,-0.69346285
0.649815,0.31860608,0.22509861,-0.7237077,-0.4955194
0.48190498,0.41375428,-0.059112307,-0.8994811,-0.15810357
-0.6926208,0.26552692,-0.022712102,0.7066207,0.43282962
0.7564725,0.60197145,0.36949682,0.18214186,0.4249331
0.71411026,0.6508448,0.51726073,0.26053306,0.057557482
0.038728077,-0.42908594,-0.30102694,-0.38930455,-0.874814
-0.7803301,-1.0466882,-0.8083064,-0.87437,-0.05285484
